index,features,weights,run_id,tool
476,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,0.046854913264380585,1702066597700,LIME
476,age_54 <= 0.00,0.016125407006399105,1702066597700,LIME
476,an_pleural_effusion_0.0 <= 0.00,-0.012954681770337772,1702066597700,LIME
348,age_84 <= 0.00,0.7217589914055743,1702066597700,LIME
348,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.6719421555157351,1702066597700,LIME
348,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6026576921204662,1702066597700,LIME
348,age_75 <= 0.00,0.41768497904976604,1702066597700,LIME
348,age_74 <= 0.00,0.35924291202770287,1702066597700,LIME
348,age_67 <= 0.00,0.27037369605458167,1702066597700,LIME
348,0.00 < an_pleural_effusion_0.0 <= 1.00,0.014135729804806652,1702066597700,LIME
348,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,0.009720264387078566,1702066597700,LIME
348,age_54 <= 0.00,-0.004303001867526766,1702066597700,LIME
348,an_pleural_effusion_1.0 <= 0.00,0.002201561195830866,1702066597700,LIME
156,age_84 <= 0.00,0.6840663270022092,1702066597700,LIME
156,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.6794559004499411,1702066597700,LIME
156,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.6394704100586411,1702066597700,LIME
156,age_75 <= 0.00,0.3845673776742193,1702066597700,LIME
156,age_74 <= 0.00,0.377448523238909,1702066597700,LIME
156,age_67 <= 0.00,0.22897957996805687,1702066597700,LIME
156,0.00 < an_pleural_effusion_0.0 <= 1.00,0.01350731585514444,1702066597700,LIME
156,age_54 <= 0.00,-0.00843770073312161,1702066597700,LIME
156,pr_firstorder_MeanAbsoluteDeviation_5.2309 <= 0.00,-0.004753589337350006,1702066597700,LIME
156,pr_firstorder_MeanAbsoluteDeviation_5.5566 <= 0.00,-0.0038459636950735976,1702066597700,LIME
279,pr_firstorder_MeanAbsoluteDeviation_5.5755 <= 0.00,0.7443332719378599,1702066597700,LIME
279,pr_firstorder_MeanAbsoluteDeviation_6.0265 <= 0.00,0.7296577971901878,1702066597700,LIME
279,age_84 <= 0.00,0.6779126975978403,1702066597700,LIME
279,age_75 <= 0.00,0.3757924950867562,1702066597700,LIME
279,age_74 <= 0.00,0.32092050458868826,1702066597700,LIME
